title,year,trakt_rating,trakt_id,imdb_id,tmdb_id,url,released,runtime,genres,Poster Link,Background poster,Description (long),Producer,Director(s),Writer(s),Stars,budget,budger_currency,worldwide_gross,worldwide_gross_currency
The Happening,2008,5.40487,4251,tt0949731,8645,https://trakt.tv/movies/the-happening-2008,2008-06-13,90,"science-fiction,thriller",https://image.tmdb.org/t/p/original/fP4nBrtmc0teSDDHzYmDE7TLQBT.jpg,https://image.tmdb.org/t/p/original/6moXpp6y1EZ6pfnSxnKFMrbFnWv.jpg,"When a deadly airborne virus threatens to wipe out the northeastern United States, teacher Elliot Moore and his wife Alma flee from contaminated cities into the countryside in a fight to discover the truth. Is it terrorism, the accidental release of some toxic military bio weapon -- or something even more sinister?",Barry Mendel; Deven Khote; John Rusk; Jose L. Rodriguez; M. Night Shyamalan; Sam Mercer,M. Night Shyamalan,M. Night Shyamalan,Mark Wahlberg; Zooey Deschanel; John Leguizamo; Ashlyn Sanchez; Betty Buckley,,,163403799,
The Hatton Garden Job,2017,6.74839,295560,tt5351458,448847,https://trakt.tv/movies/the-hatton-garden-job-2017,2017-04-14,93,"crime,action,thriller",https://image.tmdb.org/t/p/original/oHKjxdTw0e85Vo9G3VviUihvFkV.jpg,https://image.tmdb.org/t/p/original/dMzdWsi3KzyvcBjmyo7M5mJdMAu.jpg,"In April 2015, the Hatton Garden Safe Deposit Company, an underground safe deposit facility in London's Hatton Garden area, was burgled by 4 elderly men. With the stolen property having a value of up to £200 million, the incident has been called the ""largest burglary in English history"".",Ben Jacques,Ronnie Thompson,Dean Lines; Ray Bogdanovich; Ronnie Thompson,Matthew Goode; Joely Richardson; Larry Lamb; Phil Daniels; David Calder,,,,
The Haunted Mansion,2003,6.09744,5919,tt0338094,10756,https://trakt.tv/movies/the-haunted-mansion-2003,2003-11-26,99,"comedy,fantasy,family,mystery,thriller",https://image.tmdb.org/t/p/original/lGi5yio4pdDz5PkSeZCbnMQz5vK.jpg,https://image.tmdb.org/t/p/original/bz7bdPMzBQcWTsyiT7LrLm0S4rL.jpg,"Workaholic Jim Evers and his wife/business partner Sara get a call one night from  a mansion owner, Edward Gracey, who wants to sell his house. Once the Evers family arrive at the mansion, a torrential thunderstorm of mysterious origin strands them with the brooding, eccentric Gracey, his mysterious butler, and a variety of residents both seen and unseen.",Andrew Gunn; Ben Apley; Don Hahn,Rob Minkoff,David Berenbaum,Eddie Murphy; Marsha Thomason; Terence Stamp; Nathaniel Parker; Jennifer Tilly,,,182290266,
The Highwaymen,2019,7.17239,347603,tt1860242,500682,https://trakt.tv/movies/the-highwaymen-2019,2019-03-15,133,"crime,drama,thriller",https://image.tmdb.org/t/p/original/4bRYg4l12yDuJvAfqvUOPnBrxno.jpg,https://image.tmdb.org/t/p/original/7SleH2eUSnAohTcn6zkYkGXJDVP.jpg,"In 1934, Frank Hamer and Manny Gault, two former Texas Rangers, are commissioned to put an end to the wave of vicious crimes perpetrated by Bonnie Parker and Clyde Barrow, a notorious duo of infamous robbers and cold-blooded killers who nevertheless are worshiped by the public.",Casey Silver,John Lee Hancock,John Fusco,Kevin Costner; Woody Harrelson; Kathy Bates; John Carroll Lynch; Thomas Mann,,,,
The Hitman Agency,2018,5.66667,365065,tt8197418,516742,https://trakt.tv/movies/the-hitman-agency-2018,2018-04-04,87,"thriller,action",https://image.tmdb.org/t/p/original/qIgpbxS6RHJXKz3mWiSGW2lncHR.jpg,https://image.tmdb.org/t/p/original/4HoXwi1LxazuWOksXo6cjKO3KU2.jpg,"An assassin hunts and tortures his old predecessor in the basement of his European home, only to reveal the lies and corruption of their international hitman agency by taking a journey through the manipulations of the old man's past.",Dominik Starck; Jens Nier,Dominik Starck,Dominik Starck,Dominik Starck; Don Wilson; Carolina Rath; Volkram Zschiesche; Jens Nier,,,,
The Hitman's Bodyguard,2017,7.41523,232291,tt1959563,390043,https://trakt.tv/movies/the-hitman-s-bodyguard-2017,2017-08-18,118,"comedy,action,crime,thriller",https://image.tmdb.org/t/p/original/5CGjlz2vyBhW5xHW4eNOZIdgzYq.jpg,https://image.tmdb.org/t/p/original/7KsqfXDECZMryX1Rv4RKsT7SIjQ.jpg,"The world’s top bodyguard gets a new client, a hitman who must testify at the International Court of Justice. They must put their differences aside and work together to make it to the trial on time.",David Ellison; Les Weldon,Patrick Hughes,Tom O'Connor,Ryan Reynolds; Samuel L. Jackson; Gary Oldman; Salma Hayek Pinault; Elodie Yung,,,176586701,
The Host,2013,6.44976,53425,tt1517260,72710,https://trakt.tv/movies/the-host-2013,2013-03-29,125,"action,adventure,science-fiction",https://image.tmdb.org/t/p/original/1mfIZw6WgkCX310eoe0Ys14c3Fi.jpg,https://image.tmdb.org/t/p/original/1bDa2d9VqqBQlk42Gduu37Rz1ob.jpg,"A parasitic alien soul is injected into the body of Melanie Stryder. Instead of carrying out her race's mission of taking over the Earth, ""Wanda"" (as she comes to be called) forms a bond with her host and sets out to aid other free humans.",Lizzy Bradford; Meghan Hibbett; Nick Wechsler; Paula Mae Schwartz; Roger Schwartz; Stephenie Meyer; Steve Schwartz,Andrew Niccol,Andrew Niccol,Saoirse Ronan; Diane Kruger; Max Irons; Jake Abel; William Hurt,,,63300000,
The House,2017,6.7058,226428,tt4481514,345914,https://trakt.tv/movies/the-house-2017,2017-06-30,88,"comedy,crime",https://image.tmdb.org/t/p/original/hkmWkVgirei79bwds23Hr0lWSXS.jpg,https://image.tmdb.org/t/p/original/piRIyhNNSIbAus9oYBRdiOKgnZ2.jpg,"When Scott and Kate Johansen’s daughter gets into the college of her dreams it’s cause for celebration. That is, until Scott and Kate learn that the scholarship they were counting on didn’t come through, and they’re now on the hook for tuition they can’t begin to afford. With the help of their friend and neighbor Frank also in need of a major payday they decide to open an illegal casino in his suburban house, risking everything together on a Vegas-style bacchanal where money flows, inhibitions are checked at the door, and all bets are off.",Adam McKay; Andrew J. Cohen; Brendan O'Brien; Jessica Elbaum; Joseph Drake; Nathan Kahane; Will Ferrell,Andrew J. Cohen,Andrew J. Cohen; Brendan O'Brien,Amy Poehler; Will Ferrell; Jason Mantzoukas; Ryan Simpkins; Nick Kroll,,,34200000,
The Humanity Bureau,2017,5.61757,302276,tt6143568,456048,https://trakt.tv/movies/the-humanity-bureau-2017,2017-07-11,94,"science-fiction,thriller",https://image.tmdb.org/t/p/original/2qf4wJoaYAXwY0Lov4OfBhSGbTQ.jpg,https://image.tmdb.org/t/p/original/jHd6jANcVYpA7uUGSyJf2nSMULw.jpg,In 2030 the world is in a permanent state of economic recession and facing serious environmental problems as a result of global warming.,Danielle Masters; Kelly-Rae Buchan; Kevin DeWalt,Rob W. King,Dave Schultz,Nicolas Cage; Sarah Lind; Jakob Davies; Hugh Dillon; Vicellous Shannon,,,17544173,
The Hunter's Prayer,2017,6.6677,221384,tt2674358,302150,https://trakt.tv/movies/the-hunter-s-prayer-2017,2017-06-09,91,"thriller,action",https://image.tmdb.org/t/p/original/d5MEdS2Q1HpZyqaRZ54VrzHfq4G.jpg,https://image.tmdb.org/t/p/original/fevCa67iK0QuboWsIS3LnCcAlCw.jpg,An assassin forges an unlikely partnership with one of his targets: a woman seeking revenge for the murder of her family.,Anthony Rhulen; Christopher Milburn; Jimmy Costas; John Schwarz; Juan Antonio García Peredo; Michael Schwarz; Michael Wexler; Navid McIlhargey; Paul Leyden; Paul Rock; Sam Worthington; Tove Christensen,Jonathan Mostow,John Brancato; Michael Ferris,Sam Worthington; Odeya Rush; Amy Landecker; Dean S. Jagger; Verónica Echegui,,,,
The Huntsman: Winter's War,2016,6.88979,187507,tt2381991,290595,https://trakt.tv/movies/the-huntsman-winter-s-war-2016,2016-04-22,114,"action,adventure,drama",https://image.tmdb.org/t/p/original/ekHPrneEoa1EoDclWdillOKznqM.jpg,https://image.tmdb.org/t/p/original/4kCDWJhceLHwPbRWd9uTR8bJpLz.jpg,"As two evil sisters prepare to conquer the land, two renegades—Eric the Huntsman, who aided Snow White in defeating Ravenna in Snowwhite and the Huntsman, and his forbidden lover, Sara—set out to stop them.",Joe Roth,Cedric Nicolas-Troyan,Craig Mazin; Evan Spiliotopoulos,Chris Hemsworth; Charlize Theron; Emily Blunt; Jessica Chastain; Nick Frost,,,164989338,
The Hurricane,1999,7.68499,5594,tt0174856,10400,https://trakt.tv/movies/the-hurricane-1999,1999-12-29,146,drama,https://image.tmdb.org/t/p/original/eOzbt7KsqTC8gcjJMxcQnr89cxJ.jpg,https://image.tmdb.org/t/p/original/ffAL7ZiUnCay51SeHFTrTEUpUkO.jpg,"The story of Rubin ""Hurricane"" Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",Armyan Bernstein; John Ketcham; Norman Jewison,Norman Jewison,Armyan Bernstein; Dan Gordon,Denzel Washington; Vicellous Shannon; Deborah Kara Unger; Liev Schreiber; John Hannah,,,73956241,
The Iceman,2012,7.10726,50211,tt1491044,68812,https://trakt.tv/movies/the-iceman-2012,2013-05-03,105,"crime,drama,thriller",https://image.tmdb.org/t/p/original/56KPE9tPYh2WBdnUMq9EIOwEXGQ.jpg,https://image.tmdb.org/t/p/original/3KamG1pZ3RDEASLFb8JXv1w7Gnk.jpg,"The true story of Richard Kuklinski, the notorious contract killer and family man.",Ariel Vromen; Avi Lerner; Ehud Bleiberg,Ariel Vromen,Ariel Vromen; Morgan Land,Michael Shannon; Winona Ryder; Ray Liotta; Chris Evans; David Schwimmer,,,1969193,
The Identical,2014,5.816,177415,tt2326574,279914,https://trakt.tv/movies/the-identical-2014,2014-09-05,107,"drama,music",https://image.tmdb.org/t/p/original/nGLnfqQVr3tPXQtnXBiS3zIb2XE.jpg,https://image.tmdb.org/t/p/original/r01yOfa716QB0fqHv6OXdSEvDNg.jpg,"During the Great Depression, identical twins are separated at birth. One, Drexel Hemsley becomes a wildly successful '50s rock star, while the other, Ryan Wade, struggles to balance his passion for music and pleasing his parents, who want him to become a preacher. Finally, Ryan rebels against his parents' wishes and launches his own music career -- performing the hits of Drexel Hemsley. Ryan later learns the truth about Drexel when their fates tragically collide.",Clio Tegel; Coke Sams; Dustin Marcellino; Howard Klausner; Joe McDougall,Dustin Marcellino,Howard Klausner,Blake Rayne; Ashley Judd; Ray Liotta; Amanda Crew; Seth Green,,,,
The Ides of March,2011,6.9739,5519,tt1124035,10316,https://trakt.tv/movies/the-ides-of-march-2011,2011-10-07,101,drama,https://image.tmdb.org/t/p/original/w8t4UnJnC24S9ygoaFgmMzRbErd.jpg,https://image.tmdb.org/t/p/original/lO3QqiOh2AO47oUVJcgr7axxftH.jpg,Dirty tricks stand to soil an ambitious young press spokesman's idealism in a cutthroat presidential campaign where 'victory' is relative.,Brian Oliver; George Clooney; Grant Heslov,George Clooney,Beau Willimon; George Clooney; Grant Heslov,Ryan Gosling; George Clooney; Philip Seymour Hoffman; Paul Giamatti; Evan Rachel Wood,,,76338111,
The Informant!,2009,6.46364,6421,tt1130080,11323,https://trakt.tv/movies/the-informant-2009,2009-09-18,108,"comedy,crime,drama",https://image.tmdb.org/t/p/original/wT6uYA8RQ9tYvWUT91480LR0Dnn.jpg,https://image.tmdb.org/t/p/original/gDgSTQfkDG4y3SyGE2XVRBX80gy.jpg,"A rising star at agri-industry giant Archer Daniels Midland (ADM), Mark Whitacre suddenly turns whistleblower. Even as he exposes his company’s multi-national price-fixing conspiracy to the FBI, Whitacre envisions himself being hailed as a hero of the common man and handed a promotion.",Gregory Jacobs; Howard Braunstein; Jennifer Fox; Kurt Eichenwald; Michael Jaffe,Steven Soderbergh,Scott Z. Burns,Matt Damon; Scott Bakula; Joel McHale; Melanie Lynskey; Tom Papa,,,41771168,
The In-Laws,2003,6.4,2997,tt0314786,5146,https://trakt.tv/movies/the-in-laws-2003,2003-05-23,98,"action,comedy",https://image.tmdb.org/t/p/original/uziAQLzimrP8eW3w37F8lo8CnD3.jpg,https://image.tmdb.org/t/p/original/2cT8Q75gYiseEuPOE55n3lmBpRk.jpg,"Right before his daughter's wedding, a mild-mannered foot doctor discovers that his new in-laws are international smugglers.",Bill Gerber; Bill Todman Jr.; Elie Samaha; Joel Simon,Andrew Fleming,Ed Solomon; Nat Mauldin,Michael Douglas; Albert Brooks; Ryan Reynolds; Candice Bergen; Lindsay Sloane,,,26800000,
The Instigators,2024,6.44758,852399,tt24169886,1059064,https://trakt.tv/movies/the-instigators-2024,2024-08-02,102,"crime,comedy",https://image.tmdb.org/t/p/original/dnYWsIFDmygCjNg65rY3uBymx81.jpg,https://image.tmdb.org/t/p/original/aA5B2OsN6rccwnhn8TEG4m4V3jI.jpg,"Rory and Cobby are unlikely partners thrown together for a heist. But when it goes awry, they team up with an unusual accomplice — Rory's therapist — to outrun police, backward bureaucrats, and a vengeful crime boss.",Alison Winter; Ben Affleck; Jeff Robinov; John Graham; Kevin J. Walsh; Matt Damon,Doug Liman,Casey Affleck; Chuck MacLean,Matt Damon; Casey Affleck; Ving Rhames; Jack Harlow; Michael Stuhlbarg,,,11098,
The Internship,2013,6.62403,81433,tt2234155,116741,https://trakt.tv/movies/the-internship-2013,2013-06-07,119,comedy,https://image.tmdb.org/t/p/original/hIh3ZgsZ31nbUAGn5SKIZGKiKCX.jpg,https://image.tmdb.org/t/p/original/A0B3bFNQIZMB1MGmQONrlADgs1Z.jpg,Two recently laid-off men in their 40s try to make it as interns at a successful Internet company where their managers are in their 20s.,Shawn Levy; Vince Vaughn,Shawn Levy,Jared Stern; Vince Vaughn,Vince Vaughn; Owen Wilson; Rose Byrne; Aasif Mandvi; Max Minghella,,,44000000,
The Interpreter,2005,6.57444,144,tt0373926,179,https://trakt.tv/movies/the-interpreter-2005,2005-04-22,128,"crime,thriller",https://image.tmdb.org/t/p/original/wTidq3J9fh8sEOAlD8WZFHVLSuB.jpg,https://image.tmdb.org/t/p/original/A5mBIAtZOqVpAVUXolwtOnaQcZc.jpg,"After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate.",Eric Fellner; Kevin Misher; Tim Bevan,Sydney Pollack,Charles Randolph; Scott Frank; Steven Zaillian,Nicole Kidman; Sean Penn; Catherine Keener; Jesper Christensen; Yvan Attal,,,162944923,
The Jerk,1979,7.39026,3635,tt0079367,6471,https://trakt.tv/movies/the-jerk-1979,1979-12-14,94,comedy,https://image.tmdb.org/t/p/original/mIjOWtUofyt9Jawge7FbvITjU3D.jpg,https://image.tmdb.org/t/p/original/llVPUs3j9RywSMstGRepSeS8vSL.jpg,"After discovering he's not really black like the rest of his family, likable dimwit Navin Johnson sets off on a hilarious misadventure that takes him from rags to riches and back again. The slaphappy jerk strikes it rich, but life in the fast lane isn't all it's cracked up to be and, in the end, all that really matters to Johnson is his true love.",David V. Picker; William E. McEuen,Carl Reiner,Carl Gottlieb; Michael Elias; Steve Martin,Steve Martin; Bernadette Peters; Catlin Adams; Mabel King; Richard Ward,,,100000000,
The Job,2003,5.23529,72020,tt0356764,99987,https://trakt.tv/movies/the-job-2003,2004-01-13,83,"drama,action,crime",https://image.tmdb.org/t/p/original/vSYTfUrzV5vdpzZxVOXSiMnaA8u.jpg,https://image.tmdb.org/t/p/original/bNklZdR3CZhnAkrRpLAvWKV8UFx.jpg,"CJ is a sexy, cold-blooded assassin who wants to quit the business. She agrees to carry out one last hit, but for the first time in her career as an assassin, she is unable to finish the job.",Daniel Levin; Marc Levin,Kenny Golde,Kenny Golde,Daryl Hannah; Brad Renfro; Dominique Swain; Eric Mabius; Alex Rocco,,,,
The Joneses,2010,6.69006,27449,tt1285309,41479,https://trakt.tv/movies/the-joneses-2010,2010-04-16,96,"comedy,drama",https://image.tmdb.org/t/p/original/5YINGouZK9pmPdMPAHv158eQf3o.jpg,https://image.tmdb.org/t/p/original/sUx0SuDAVYhx2cJr0qqYRsnBNNH.jpg,"A seemingly perfect family moves into a suburban neighborhood, but when it comes to the truth as to why they're living there, they don't exactly come clean with their neighbors.",Andrew Spaulding; Derrick Borte,Derrick Borte,Derrick Borte,David Duchovny; Demi Moore; Amber Heard; Benjamin Hollingsworth; Lauren Hutton,,,7022728,
The Juror,1996,6.31563,4899,tt0116731,9623,https://trakt.tv/movies/the-juror-1996,1996-02-02,118,"thriller,crime,drama",https://image.tmdb.org/t/p/original/31mRYhJvaknQx8PQnR2UV7YCkLT.jpg,https://image.tmdb.org/t/p/original/g0CGOIl3H1FDsqHpPzlfkhXAtv8.jpg,"With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.",Irwin Winkler; Rob Cowan,Brian Gibson,Ted Tally,Demi Moore; Alec Baldwin; Joseph Gordon-Levitt; Anne Heche; James Gandolfini,,,22754725,
The Karate Kid,1984,7.53682,1261,tt0087538,1885,https://trakt.tv/movies/the-karate-kid-1984,1984-06-22,126,"drama,action,family,adventure",https://image.tmdb.org/t/p/original/1mp4ViklKvA0WXXsNvNx0RBuiit.jpg,https://image.tmdb.org/t/p/original/j1xaeJZOEOiVBD1rk3dg4YaAk23.jpg,"New Jersey teen Daniel LaRusso moves to Los Angeles with his mother, and soon strikes up a relationship with Ali. He quickly finds himself the target of bullying by a group of thugs, led by Ali's ex-boyfriend Johnny, who study karate at the Cobra Kai dojo under ruthless sensei John Kreese. Fortunately, Daniel befriends Mr. Miyagi, an unassuming repairman who just happens to be a martial arts master himself. Miyagi takes Daniel under his wing, training him in a more compassionate form of karate for self-defense and, later, preparing him to compete against the brutal Cobra Kai.",Jerry Weintraub,John G. Avildsen,Robert Mark Kamen,Ralph Macchio; Pat Morita; Elisabeth Shue; William Zabka; Martin Kove,,,130442786,
The Karate Kid Part II,1986,6.76164,4346,tt0091326,8856,https://trakt.tv/movies/the-karate-kid-part-ii-1986,1986-06-18,113,"action,adventure,drama,romance,family",https://image.tmdb.org/t/p/original/7Lut6dOvB8wPRuHhHpJ3S3zXder.jpg,https://image.tmdb.org/t/p/original/7rfcRXbFD0xr8NteNq1hwXUd4Af.jpg,"Summoned by his dying father, Miyagi returns to his homeland of Okinawa, with Daniel, after a 40-year exile. There he must confront Yukie, the love of his youth, and Sato, his former best friend turned vengeful rival. Sato is bent on a fight to the death, even if it means the destruction of their village. Daniel finds his own love in Yukia's niece, Kumiko, and his own enemy in Sato's nephew, the vicious Chozen. Now, far away from the tournaments, cheering crowds and safety of home, Daniel will face his greatest challenge ever when the cost of honor is life itself.",Jerry Weintraub,John G. Avildsen,Robert Mark Kamen,Ralph Macchio; Pat Morita; Danny Kamekona; Nobu McCarthy; Yuji Okumoto,,,115103979,
The Karate Kid Part III,1989,6.18648,5678,tt0097647,10495,https://trakt.tv/movies/the-karate-kid-part-iii-1989,1989-06-29,112,"adventure,family,action,drama",https://image.tmdb.org/t/p/original/lVZ3r0iDwGejlCvFEvXGzhQB9ds.jpg,https://image.tmdb.org/t/p/original/c12c7Rpq4kakQiaZIQgp5aTaDFB.jpg,"Despondent over the closing of his karate school, Cobra Kai teacher John Kreese joins a ruthless businessman and martial artist to get revenge on Daniel and Mr. Miyagi.",Jerry Weintraub,John G. Avildsen,Robert Mark Kamen,Ralph Macchio; Pat Morita; Robyn Lively; Thomas Ian Griffith; Martin Kove,,,38956288,
